REF_DATE,GEO,VALUE,Measure,Prescribed
2023-01,"Vancouver, British Columbia",43.0,Methadone,Prescribed
2023-03,"Vancouver, British Columbia",47.64,Methadone,Prescribed
2023-05,"Vancouver, British Columbia",40.1,Methadone,Prescribed
2022-03,"Vancouver, British Columbia",539.34,Methamphetamine,Unprescribed
2022-04,"Vancouver, British Columbia",658.14,Methamphetamine,Unprescribed
2022-05,"Vancouver, British Columbia",531.6,Methamphetamine,Unprescribed
2022-06,"Vancouver, British Columbia",456.42,Methamphetamine,Unprescribed
2022-07,"Vancouver, British Columbia",484.9,Methamphetamine,Unprescribed
2022-08,"Vancouver, British Columbia",451.38,Methamphetamine,Unprescribed
2022-09,"Vancouver, British Columbia",476.48,Methamphetamine,Unprescribed
2022-10,"Vancouver, British Columbia",420.12,Methamphetamine,Unprescribed
2022-11,"Vancouver, British Columbia",522.24,Methamphetamine,Unprescribed
2022-12,"Vancouver, British Columbia",482.3,Methamphetamine,Unprescribed
2023-01,"Vancouver, British Columbia",478.4,Methamphetamine,Unprescribed
2023-03,"Vancouver, British Columbia",481.9,Methamphetamine,Unprescribed
2023-05,"Vancouver, British Columbia",420.7,Methamphetamine,Unprescribed
2022-03,"Vancouver, British Columbia",268.8,Morphine,Prescribed
2022-04,"Vancouver, British Columbia",310.0,Morphine,Prescribed
2022-05,"Vancouver, British Columbia",309.96,Morphine,Prescribed
2022-06,"Vancouver, British Columbia",301.44,Morphine,Prescribed
2022-07,"Vancouver, British Columbia",317.26,Morphine,Prescribed
2022-08,"Vancouver, British Columbia",315.0,Morphine,Prescribed
2022-09,"Vancouver, British Columbia",313.4,Morphine,Prescribed
2022-10,"Vancouver, British Columbia",322.44,Morphine,Prescribed
2022-11,"Vancouver, British Columbia",315.44,Morphine,Prescribed
2022-12,"Vancouver, British Columbia",310.66,Morphine,Prescribed
2023-01,"Vancouver, British Columbia",293.38,Morphine,Prescribed
2023-03,"Vancouver, British Columbia",324.24,Morphine,Prescribed
2023-05,"Vancouver, British Columbia",329.98,Morphine,Prescribed
2022-03,"Vancouver, British Columbia",1.92,Oxycodone,Prescribed
2022-04,"Vancouver, British Columbia",2.52,Oxycodone,Prescribed
2022-05,"Vancouver, British Columbia",2.9,Oxycodone,Prescribed
2022-06,"Vancouver, British Columbia",2.12,Oxycodone,Prescribed
2022-07,"Vancouver, British Columbia",3.18,Oxycodone,Prescribed
2022-08,"Vancouver, British Columbia",3.78,Oxycodone,Prescribed
2022-09,"Vancouver, British Columbia",3.18,Oxycodone,Prescribed
2022-10,"Vancouver, British Columbia",4.4,Oxycodone,Prescribed
2022-11,"Vancouver, British Columbia",3.66,Oxycodone,Prescribed
2022-12,"Vancouver, British Columbia",3.68,Oxycodone,Prescribed
2023-01,"Vancouver, British Columbia",2.64,Oxycodone,Prescribed
2023-03,"Vancouver, British Columbia",3.72,Oxycodone,Prescribed
2023-05,"Vancouver, British Columbia",3.96,Oxycodone,Prescribed
